1 7161.253972 0.001272 0.162094 0
2 8606.460506 0.001747 0.026152 0
3 8832.926515 0.001682 0.027578 0
4 8795.556886 0.001378 0.021309 0
5 8725.889186 0.001182 0.027222 0
6 8689.794544 0.000851 0.025179 0
7 8725.398879 0.000865 0.042444 0
8 8906.527585 0.001214 0.020755 0
9 8865.035511 0.001390 0.021125 0
10 8770.792015 0.001404 0.025153 0
11 8652.277514 0.001181 0.028175 0
12 8743.444149 0.001282 0.026839 0
13 8781.832905 0.001237 0.021408 0
14 9033.465856 0.001084 0.017932 0
15 5305.462596 0.001437 0.481353 0
16 8571.607271 0.001283 0.028700 0
17 8662.887270 0.000743 0.026437 0
18 8930.981133 0.001497 0.019521 0
19 8609.663478 0.001289 0.031702 0
20 9032.743696 0.000948 0.017877 0
1 0.000000 0.000000 0.000000 100
2 0.000000 0.000000 0.000000 100
3 0.000000 0.000000 0.000000 100
4 0.000000 0.000000 0.000000 100
5 0.000000 0.000000 0.000000 100
6 0.000000 0.000000 0.000000 100
7 0.000000 0.000000 0.000000 100
8 0.000000 0.000000 0.000000 100
9 0.000000 0.000000 0.000000 100
10 0.000000 0.000000 0.000000 100
11 0.000000 0.000000 0.000000 100
12 0.000000 0.000000 0.000000 100
13 0.000000 0.000000 0.000000 100
14 0.000000 0.000000 0.000000 100
15 0.000000 0.000000 0.000000 100
16 0.000000 0.000000 0.000000 100
17 0.000000 0.000000 0.000000 100
18 0.000000 0.000000 0.000000 100
19 0.000000 0.000000 0.000000 100
20 0.000000 0.000000 0.000000 100
