1 247.29
2 258.54
3 260.42
4 272.92
5 285.42
6 302.04
7 331.79
8 339.54
9 354.04
10 364.92
11 375.67
12 394.42
13 395.04
14 412.17
15 428.15
16 452.90
17 466.15
18 537.03
19 539.65
20 539.78
21 531.24
22 531.24
23 531.24
24 531.24
